ID_Camion,Fecha_Entrada_Taller,Kilometraje,Tipo_Servicio,Repuestos_Requeridos,Costo_Repuestos,Costo_Mano_Obra,Duracion_Taller_Dias,Taller_ID,Ciudad_Taller,Modelo_Camion,Año_Fabricacion,Presupuesto_Aprobado,Fecha_Salida_Taller,Cliente_ID,Frecuencia_Visitas_Taller,Tiempo_Espera_Dias,Tecnico_Asignado,Tipo_Repuesto_Mayor,Reclamos_Previos,Satisfaccion_Cliente
SCANIA-1147,2023-05-28,74538,Diagnóstico,8,,2973.91,12,TLR002,Valparaíso,P360,2015,True,2023-06-01,CLT-759,5,4,TEC-1,Frenos,3,3.0
SCANIA-1148,2023-05-29,251664,Reparación,8,6336.33,2677.8,1,TLR002,Concepción,G410,2018,False,2023-06-02,CLT-276,4,4,TEC-3,Frenos,4,4.0
SCANIA-1149,2023-05-30,541234,Diagnóstico,6,6234.57,3820.62,13,TLR004,Concepción,G410,2015,False,2023-06-03,CLT-469,4,3,TEC-11,Transmisión,1,3.0
SCANIA-1150,2023-05-31,189182,Diagnóstico,3,,3592.06,13,TLR001,Concepción,R500,2015,True,2023-06-04,CLT-646,4,4,TEC-7,Frenos,1,4.0
SCANIA-1151,2023-06-01,522525,Reparación,3,,1046.48,5,TLR003,Santiago,S730,2016,False,2023-06-05,CLT-634,6,1,TEC-9,Transmisión,2,3.0
SCANIA-1152,2023-06-02,208338,Diagnóstico,1,1894.4,2409.41,10,TLR003,Concepción,G410,2021,False,2023-06-06,CLT-205,4,1,TEC-3,Eléctrico,1,3.0
SCANIA-1153,2023-06-03,234064,Reparación,7,3819.12,,5,TLR001,Santiago,S730,2019,True,2023-06-07,CLT-196,7,4,TEC-1,Transmisión,3,4.0
SCANIA-1154,2023-06-04,264020,Diagnóstico,5,2259.23,1953.3,5,TLR004,Santiago,P360,2022,False,2023-06-08,CLT-329,7,2,TEC-19,Suspensión,4,1.0
SCANIA-1155,2023-06-05,673094,Mantenimiento,4,3438.88,2634.74,10,TLR003,Antofagasta,P360,2019,True,2023-06-09,CLT-326,5,0,TEC-2,Frenos,4,
SCANIA-1156,2023-06-06,665270,Reparación,4,,2124.23,6,TLR001,Santiago,G410,2019,True,2023-06-10,CLT-470,5,8,TEC-5,Eléctrico,2,4.0
SCANIA-1157,2023-06-07,695914,Diagnóstico,4,6629.75,1076.79,8,TLR004,Santiago,P360,2017,False,2023-06-11,CLT-199,8,1,TEC-17,Motor,3,3.0
SCANIA-1158,2023-06-08,169176,Diagnóstico,6,5114.31,2120.6,3,TLR003,Valparaíso,R500,2016,True,2023-06-12,CLT-544,7,9,TEC-19,Suspensión,3,4.0
SCANIA-1159,2023-06-09,268126,Mantenimiento,8,6893.34,454.16,9,TLR002,Concepción,G410,2022,True,2023-06-13,CLT-567,7,1,TEC-5,Motor,0,2.0
SCANIA-1160,2023-06-10,268969,Reparación,8,6313.42,2921.35,13,TLR002,Santiago,G410,2020,False,2023-06-14,CLT-154,6,3,TEC-14,Suspensión,1,3.0
SCANIA-1161,2023-06-11,172409,Diagnóstico,5,3546.08,4282.91,1,TLR004,Concepción,G410,2020,False,2023-06-15,CLT-294,7,1,TEC-10,Eléctrico,2,
SCANIA-1162,2023-06-12,597707,Mantenimiento,6,1768.31,3653.91,4,TLR002,Santiago,P360,2020,False,2023-06-16,CLT-619,7,6,TEC-7,Eléctrico,4,2.0
SCANIA-1163,2023-06-13,303618,Diagnóstico,4,4210.77,1865.93,9,TLR004,Antofagasta,P360,2019,,2023-06-17,CLT-523,2,9,TEC-8,Eléctrico,0,4.0
SCANIA-1164,2023-06-14,819598,Reparación,9,5942.59,526.65,14,TLR001,Valparaíso,G410,2021,True,2023-06-18,CLT-414,2,0,TEC-8,Suspensión,3,3.0
SCANIA-1165,2023-06-15,100015,Diagnóstico,8,3604.07,1090.53,8,TLR001,Santiago,S730,2019,False,2023-06-19,CLT-227,7,1,TEC-7,Transmisión,1,4.0
SCANIA-1166,2023-06-16,822838,Diagnóstico,1,5400.82,2772.9,10,TLR003,Concepción,P360,2022,False,2023-06-20,CLT-131,7,4,TEC-13,Motor,4,2.0
SCANIA-1167,2023-06-17,172096,Diagnóstico,2,935.75,1114.58,9,TLR004,Antofagasta,P360,2021,True,2023-06-21,CLT-192,7,1,TEC-14,Transmisión,0,3.0
SCANIA-1168,2023-06-18,681347,Diagnóstico,9,6034.44,2765.47,1,TLR003,Concepción,G410,2016,True,2023-06-22,CLT-618,5,8,TEC-19,Transmisión,3,
SCANIA-1169,2023-06-19,235340,Mantenimiento,8,6539.17,1234.84,9,TLR003,Antofagasta,S730,2021,True,2023-06-23,CLT-357,1,3,TEC-11,Frenos,4,2.0
SCANIA-1170,2023-06-20,160687,Mantenimiento,3,5713.34,4259.73,3,TLR001,,G410,2022,True,2023-06-24,CLT-952,2,8,TEC-2,Motor,4,4.0
SCANIA-1171,2023-06-21,461357,Reparación,8,7744.66,2046.63,11,TLR003,Antofagasta,P360,2015,,2023-06-25,CLT-319,9,0,TEC-17,Suspensión,3,4.0
SCANIA-1172,2023-06-22,785716,Mantenimiento,1,6647.89,1303.2,12,TLR002,Concepción,G410,2019,False,2023-06-26,CLT-851,8,0,TEC-6,Frenos,3,4.0
SCANIA-1173,2023-06-23,155878,Mantenimiento,4,7244.13,4080.4,10,TLR003,Concepción,G410,2020,True,2023-06-27,CLT-205,8,0,TEC-9,Frenos,2,4.0
SCANIA-1174,2023-06-24,777270,Reparación,3,,1779.91,9,TLR004,,G410,2015,True,2023-06-28,CLT-647,1,3,TEC-19,Eléctrico,4,3.0
SCANIA-1175,2023-06-25,248286,Mantenimiento,6,6450.51,646.29,1,TLR002,Antofagasta,S730,2019,,2023-06-29,CLT-515,6,8,TEC-5,Suspensión,3,1.0
SCANIA-1176,2023-06-26,823290,Mantenimiento,7,5459.22,2895.01,1,TLR001,Concepción,G410,2018,True,2023-06-30,CLT-656,9,7,TEC-9,Transmisión,0,5.0
SCANIA-1177,2023-06-27,824684,Reparación,4,244.6,,9,TLR004,Santiago,P360,2017,False,2023-07-01,CLT-909,8,6,TEC-7,Transmisión,1,4.0
SCANIA-1178,2023-06-28,214899,Reparación,7,3833.44,3602.01,11,TLR002,Valparaíso,G410,2019,True,2023-07-02,CLT-408,3,0,TEC-4,Transmisión,2,2.0
SCANIA-1179,2023-06-29,374767,Reparación,9,4655.07,1277.08,14,TLR004,Concepción,S730,2018,False,2023-07-03,CLT-465,4,2,TEC-18,Eléctrico,3,3.0
SCANIA-1180,2023-06-30,429989,Diagnóstico,2,2571.44,2274.48,6,TLR002,Santiago,R500,2022,True,2023-07-04,CLT-620,3,8,TEC-18,Transmisión,1,4.0
SCANIA-1181,2023-07-01,465515,Diagnóstico,3,2681.21,1483.6,4,TLR004,Concepción,S730,2016,False,2023-07-05,CLT-558,6,8,TEC-20,Motor,2,
SCANIA-1182,2023-07-02,93585,Reparación,5,7697.04,,7,TLR004,Antofagasta,G410,2018,False,2023-07-06,CLT-698,9,4,TEC-17,Transmisión,4,
SCANIA-1183,2023-07-03,421369,Reparación,3,7155.34,4395.41,5,TLR002,Santiago,R500,2016,,2023-07-07,CLT-469,8,5,TEC-4,Transmisión,1,5.0
SCANIA-1184,2023-07-04,114044,Reparación,8,6823.6,3671.46,10,TLR001,Antofagasta,G410,2019,False,2023-07-08,CLT-430,4,5,TEC-16,Motor,2,2.0
SCANIA-1185,2023-07-05,492296,Diagnóstico,8,3366.89,1577.17,14,TLR001,Valparaíso,S730,2016,True,2023-07-09,CLT-788,2,9,TEC-5,Eléctrico,3,5.0
SCANIA-1186,2023-07-06,159556,Diagnóstico,8,306.85,3036.93,7,TLR004,Antofagasta,R500,2018,,2023-07-10,CLT-741,8,3,TEC-9,Frenos,3,5.0
SCANIA-1187,2023-07-07,576981,Mantenimiento,9,825.73,1086.19,8,TLR004,Santiago,R500,2021,True,2023-07-11,CLT-806,8,0,TEC-2,Suspensión,2,3.0
SCANIA-1188,2023-07-08,817595,Mantenimiento,4,,4462.16,8,TLR001,Concepción,G410,2017,False,2023-07-12,CLT-110,6,4,TEC-2,Eléctrico,4,3.0
SCANIA-1189,2023-07-09,250235,Reparación,5,322.79,663.04,1,TLR001,,G410,2015,False,2023-07-13,CLT-917,8,0,TEC-4,Transmisión,2,3.0
SCANIA-1190,2023-07-10,75939,Diagnóstico,5,333.77,118.8,8,TLR003,Antofagasta,S730,2015,True,2023-07-14,CLT-606,9,0,TEC-20,Frenos,0,4.0
SCANIA-1191,2023-07-11,202906,Diagnóstico,8,7349.51,2559.84,6,TLR001,,G410,2017,True,2023-07-15,CLT-518,1,4,TEC-20,Suspensión,2,3.0
SCANIA-1192,2023-07-12,592335,Diagnóstico,7,5708.04,2957.33,4,TLR004,Concepción,R500,2020,False,2023-07-16,CLT-221,9,4,TEC-17,Suspensión,2,1.0
SCANIA-1193,2023-07-13,338249,Reparación,9,2609.86,,13,TLR002,Valparaíso,P360,2015,False,2023-07-17,CLT-334,2,6,TEC-20,Suspensión,3,2.0
SCANIA-1194,2023-07-14,125766,Mantenimiento,8,1234.63,367.11,14,TLR001,,P360,2022,True,2023-07-18,CLT-430,1,1,TEC-19,Motor,4,3.0
SCANIA-1195,2023-07-15,458923,Reparación,2,4190.76,1638.81,12,TLR003,Concepción,S730,2019,False,2023-07-19,CLT-642,8,5,TEC-3,Motor,2,3.0
SCANIA-1196,2023-07-16,465192,Mantenimiento,4,241.7,2546.07,8,TLR003,Concepción,G410,2020,True,2023-07-20,CLT-447,8,1,TEC-5,Frenos,1,4.0
SCANIA-1197,2023-07-17,618550,Mantenimiento,6,7519.63,1161.24,3,TLR003,Concepción,S730,2019,True,2023-07-21,CLT-511,4,9,TEC-10,Transmisión,3,2.0
SCANIA-1198,2023-07-18,437261,Reparación,2,3435.56,4375.87,13,TLR002,Santiago,P360,2018,True,2023-07-22,CLT-323,8,4,TEC-6,Frenos,3,5.0
SCANIA-1199,2023-07-19,860208,Mantenimiento,7,3338.21,526.84,4,TLR001,Santiago,P360,2022,,2023-07-23,CLT-252,7,3,TEC-3,Transmisión,2,5.0
SCANIA-1200,2023-07-20,735440,Mantenimiento,3,,2488.18,6,TLR001,Santiago,G410,2018,False,2023-07-24,CLT-311,2,9,TEC-17,Eléctrico,1,5.0
SCANIA-1201,2023-07-21,702664,Diagnóstico,3,740.76,3487.94,11,TLR001,Valparaíso,R500,2020,True,2023-07-25,CLT-191,5,4,TEC-10,Suspensión,2,4.0
SCANIA-1202,2023-07-22,504589,Mantenimiento,2,5178.91,1382.58,7,TLR002,,G410,2020,True,2023-07-26,CLT-430,4,1,TEC-12,Suspensión,1,2.0
SCANIA-1203,2023-07-23,187848,Reparación,8,5917.43,3158.78,4,TLR002,Antofagasta,P360,2022,True,2023-07-27,CLT-566,3,7,TEC-1,Motor,3,3.0
SCANIA-1204,2023-07-24,667075,Reparación,6,5473.78,4163.99,4,TLR004,Antofagasta,R500,2022,,2023-07-28,CLT-959,1,7,TEC-18,Eléctrico,1,2.0
SCANIA-1205,2023-07-25,177948,Mantenimiento,1,1279.8,1032.65,7,TLR003,Concepción,S730,2020,,2023-07-29,CLT-740,5,5,TEC-19,Eléctrico,2,
SCANIA-1206,2023-07-26,629304,Diagnóstico,1,4714.95,4594.38,6,TLR003,Antofagasta,P360,2020,True,2023-07-30,CLT-808,8,2,TEC-20,Transmisión,0,3.0
SCANIA-1207,2023-07-27,452690,Diagnóstico,7,4641.98,,13,TLR001,Valparaíso,S730,2016,,2023-07-31,CLT-653,9,3,TEC-4,Eléctrico,0,4.0
SCANIA-1208,2023-07-28,549046,Mantenimiento,8,,1566.24,11,TLR002,Valparaíso,R500,2021,True,2023-08-01,CLT-977,7,0,TEC-15,Motor,1,4.0
SCANIA-1209,2023-07-29,501269,Mantenimiento,5,,2211.21,8,TLR002,Santiago,S730,2020,False,2023-08-02,CLT-327,1,8,TEC-9,Transmisión,2,5.0
SCANIA-1210,2023-07-30,71959,Reparación,5,3097.59,1629.74,1,TLR001,Santiago,P360,2022,False,2023-08-03,CLT-293,1,9,TEC-6,Frenos,4,4.0
SCANIA-1211,2023-07-31,710890,Mantenimiento,4,5024.51,3653.04,10,TLR001,Santiago,G410,2021,False,2023-08-04,CLT-629,1,4,TEC-12,Transmisión,0,4.0
SCANIA-1212,2023-08-01,800216,Diagnóstico,6,5137.97,4001.87,13,TLR004,,S730,2020,False,2023-08-05,CLT-944,2,7,TEC-18,Frenos,3,3.0
SCANIA-1213,2023-08-02,840180,Mantenimiento,6,3860.42,4181.39,11,TLR003,Santiago,P360,2018,False,2023-08-06,CLT-342,1,2,TEC-15,Transmisión,2,4.0
SCANIA-1214,2023-08-03,278576,Reparación,3,3655.86,4930.26,7,TLR003,Antofagasta,P360,2019,True,2023-08-07,CLT-488,4,3,TEC-19,Suspensión,2,1.0
SCANIA-1215,2023-08-04,587833,Reparación,9,4054.35,3977.29,12,TLR003,Antofagasta,R500,2021,True,2023-08-08,CLT-375,9,3,TEC-9,Frenos,0,5.0
SCANIA-1216,2023-08-05,215838,Reparación,7,6916.15,,7,TLR004,Santiago,P360,2018,False,2023-08-09,CLT-549,4,7,TEC-13,Motor,4,3.0
SCANIA-1217,2023-08-06,385674,Reparación,1,3797.1,1762.18,11,TLR001,Valparaíso,G410,2015,True,2023-08-10,CLT-738,4,8,TEC-16,Frenos,3,1.0
SCANIA-1218,2023-08-07,111087,Reparación,7,,2768.52,7,TLR001,Antofagasta,G410,2022,True,2023-08-11,CLT-686,7,2,TEC-13,Frenos,4,5.0
SCANIA-1219,2023-08-08,643128,Mantenimiento,5,,301.23,7,TLR003,Valparaíso,S730,2016,True,2023-08-12,CLT-673,9,6,TEC-1,Transmisión,3,3.0
SCANIA-1220,2023-08-09,168451,Mantenimiento,5,7603.77,3749.64,10,TLR003,Valparaíso,S730,2016,True,2023-08-13,CLT-577,7,8,TEC-18,Suspensión,0,5.0
SCANIA-1221,2023-08-10,497600,Mantenimiento,2,,2285.18,14,TLR004,,S730,2019,,2023-08-14,CLT-579,1,1,TEC-3,Transmisión,2,5.0
SCANIA-1222,2023-08-11,887437,Mantenimiento,4,3026.96,198.11,10,TLR002,Concepción,S730,2020,True,2023-08-15,CLT-387,1,3,TEC-17,Transmisión,3,4.0
SCANIA-1223,2023-08-12,489792,Reparación,6,6936.4,406.28,8,TLR002,Santiago,G410,2018,,2023-08-16,CLT-797,4,2,TEC-5,Suspensión,2,1.0
SCANIA-1224,2023-08-13,89353,Diagnóstico,7,1058.49,1998.59,9,TLR003,Valparaíso,R500,2015,False,2023-08-17,CLT-789,4,7,TEC-6,Transmisión,1,2.0
SCANIA-1225,2023-08-14,243075,Mantenimiento,5,7415.37,2958.77,9,TLR004,Antofagasta,S730,2018,True,2023-08-18,CLT-777,1,3,TEC-17,Suspensión,1,5.0
SCANIA-1226,2023-08-15,264283,Diagnóstico,9,5126.82,2374.6,2,TLR003,Concepción,R500,2022,True,2023-08-19,CLT-794,6,8,TEC-17,Motor,0,5.0
SCANIA-1227,2023-08-16,364877,Mantenimiento,3,624.25,3134.1,13,TLR002,Concepción,P360,2022,True,2023-08-20,CLT-639,2,0,TEC-1,Suspensión,0,3.0
SCANIA-1228,2023-08-17,115318,Mantenimiento,1,,2453.44,13,TLR003,Valparaíso,P360,2020,False,2023-08-21,CLT-429,5,0,TEC-7,Eléctrico,0,3.0
SCANIA-1229,2023-08-18,815313,Diagnóstico,4,7799.13,3342.35,7,TLR002,Concepción,S730,2020,False,2023-08-22,CLT-569,8,3,TEC-16,Suspensión,1,2.0
SCANIA-1230,2023-08-19,532690,Reparación,9,744.45,1173.72,7,TLR002,Concepción,P360,2022,True,2023-08-23,CLT-858,3,2,TEC-5,Suspensión,3,
SCANIA-1231,2023-08-20,466880,Mantenimiento,4,4526.56,652.93,4,TLR002,Antofagasta,R500,2017,False,2023-08-24,CLT-948,9,2,TEC-16,Eléctrico,4,2.0
SCANIA-1232,2023-08-21,641460,Mantenimiento,2,6032.8,,9,TLR001,Valparaíso,R500,2022,False,2023-08-25,CLT-633,7,9,TEC-4,Suspensión,0,2.0
SCANIA-1233,2023-08-22,790976,Mantenimiento,5,6520.02,2474.98,8,TLR001,Concepción,P360,2018,True,2023-08-26,CLT-566,9,1,TEC-11,Frenos,4,4.0
SCANIA-1234,2023-08-23,831239,Diagnóstico,3,3427.85,231.65,12,TLR003,Valparaíso,S730,2019,False,2023-08-27,CLT-519,1,9,TEC-14,Transmisión,4,2.0
SCANIA-1235,2023-08-24,143264,Reparación,9,1792.5,1964.36,1,TLR002,,R500,2018,True,2023-08-28,CLT-707,5,9,TEC-13,Transmisión,1,5.0
SCANIA-1236,2023-08-25,820746,Diagnóstico,4,530.27,620.02,2,TLR001,Antofagasta,R500,2016,False,2023-08-29,CLT-221,3,1,TEC-8,Motor,3,1.0
SCANIA-1237,2023-08-26,863168,Diagnóstico,6,4721.86,2703.65,13,TLR003,Valparaíso,G410,2015,True,2023-08-30,CLT-861,4,7,TEC-20,Motor,1,1.0
SCANIA-1238,2023-08-27,275281,Reparación,2,3732.71,2039.31,13,TLR003,Concepción,S730,2021,False,2023-08-31,CLT-990,4,0,TEC-15,Eléctrico,0,3.0
SCANIA-1239,2023-08-28,687147,Diagnóstico,6,7600.21,3104.44,2,TLR003,Antofagasta,G410,2019,True,2023-09-01,CLT-407,7,7,TEC-18,Frenos,1,3.0
SCANIA-1240,2023-08-29,444070,Reparación,3,672.72,4047.45,12,TLR003,Concepción,P360,2017,True,2023-09-02,CLT-433,8,9,TEC-7,Motor,1,2.0
SCANIA-1241,2023-08-30,402228,Mantenimiento,9,5546.08,1568.38,12,TLR003,,P360,2015,False,2023-09-03,CLT-519,5,2,TEC-19,Transmisión,1,3.0
SCANIA-1242,2023-08-31,481839,Reparación,2,394.74,4814.3,11,TLR004,Concepción,G410,2015,True,2023-09-04,CLT-425,7,1,TEC-9,Motor,0,3.0
SCANIA-1243,2023-09-01,319536,Mantenimiento,9,1537.19,2724.61,8,TLR002,Valparaíso,S730,2021,True,2023-09-05,CLT-748,3,8,TEC-11,Motor,0,5.0
SCANIA-1244,2023-09-02,367824,Diagnóstico,5,3737.92,3129.62,1,TLR003,Valparaíso,R500,2016,False,2023-09-06,CLT-888,3,4,TEC-10,Suspensión,1,1.0
SCANIA-1245,2023-09-03,307426,Diagnóstico,8,3748.01,3435.29,4,TLR004,Concepción,P360,2016,True,2023-09-07,CLT-931,3,4,TEC-14,Motor,1,
SCANIA-1246,2023-09-04,227789,Mantenimiento,2,5548.46,,10,TLR002,Antofagasta,S730,2016,True,2023-09-08,CLT-943,4,5,TEC-16,Eléctrico,4,4.0
SCANIA-1247,2023-09-05,563153,Diagnóstico,6,7299.66,2603.76,12,TLR001,Santiago,S730,2019,False,2023-09-09,CLT-672,6,3,TEC-8,Transmisión,3,2.0
SCANIA-1248,2023-09-06,792452,Reparación,3,5184.45,2200.95,5,TLR003,Antofagasta,P360,2018,True,2023-09-10,CLT-349,5,6,TEC-1,Eléctrico,4,1.0
SCANIA-1249,2023-09-07,887291,Mantenimiento,5,7637.57,363.53,9,TLR004,Antofagasta,P360,2015,False,2023-09-11,CLT-194,8,6,TEC-12,Eléctrico,3,3.0
SCANIA-1250,2023-09-08,175657,Diagnóstico,8,7076.6,208.22,7,TLR001,Concepción,S730,2018,True,2023-09-12,CLT-395,5,8,TEC-3,Frenos,3,2.0
SCANIA-1251,2023-09-09,285167,Mantenimiento,1,4759.1,1854.01,8,TLR004,Antofagasta,R500,2018,False,2023-09-13,CLT-283,5,5,TEC-2,Suspensión,1,3.0
SCANIA-1252,2023-09-10,731669,Reparación,5,6703.58,,14,TLR002,Antofagasta,G410,2016,False,2023-09-14,CLT-359,2,0,TEC-16,Eléctrico,4,2.0
SCANIA-1253,2023-09-11,530671,Reparación,3,5212.11,1999.71,11,TLR002,,P360,2018,True,2023-09-15,CLT-898,5,8,TEC-4,Frenos,3,4.0
SCANIA-1254,2023-09-12,769094,Diagnóstico,4,812.75,778.0,9,TLR001,Antofagasta,G410,2015,False,2023-09-16,CLT-766,7,9,TEC-2,Transmisión,3,4.0
SCANIA-1255,2023-09-13,120467,Reparación,2,5976.4,3717.02,13,TLR004,Santiago,S730,2015,True,2023-09-17,CLT-285,2,8,TEC-12,Transmisión,0,1.0
SCANIA-1256,2023-09-14,233734,Mantenimiento,9,940.29,,7,TLR003,Concepción,G410,2020,True,2023-09-18,CLT-508,6,4,TEC-17,Frenos,3,3.0
SCANIA-1257,2023-09-15,672794,Reparación,3,4833.85,4699.7,5,TLR003,Santiago,R500,2017,False,2023-09-19,CLT-168,7,6,TEC-20,Eléctrico,1,4.0
SCANIA-1258,2023-09-16,159751,Mantenimiento,2,5680.59,,13,TLR001,Valparaíso,S730,2019,True,2023-09-20,CLT-937,5,0,TEC-10,Eléctrico,2,1.0
SCANIA-1259,2023-09-17,431050,Mantenimiento,9,718.92,3534.24,5,TLR001,,R500,2018,True,2023-09-21,CLT-872,9,3,TEC-20,Suspensión,0,5.0
SCANIA-1260,2023-09-18,861774,Reparación,7,2000.2,4292.2,10,TLR001,Santiago,S730,2019,,2023-09-22,CLT-726,4,9,TEC-8,Suspensión,2,4.0
SCANIA-1261,2023-09-19,742517,Diagnóstico,6,7342.24,2149.63,11,TLR004,Valparaíso,R500,2019,True,2023-09-23,CLT-958,1,3,TEC-18,Transmisión,1,
SCANIA-1262,2023-09-20,511079,Reparación,1,5007.25,1616.12,6,TLR003,Concepción,S730,2019,True,2023-09-24,CLT-107,8,4,TEC-18,Suspensión,2,2.0
SCANIA-1263,2023-09-21,418452,Mantenimiento,5,2121.03,,5,TLR003,Valparaíso,R500,2021,False,2023-09-25,CLT-364,8,5,TEC-18,Frenos,3,
SCANIA-1264,2023-09-22,156081,Mantenimiento,3,5587.3,2626.82,13,TLR003,Santiago,S730,2022,,2023-09-26,CLT-882,7,3,TEC-2,Transmisión,2,4.0
SCANIA-1265,2023-09-23,663333,Reparación,1,4854.86,2536.54,12,TLR001,Concepción,R500,2020,True,2023-09-27,CLT-583,8,5,TEC-12,Eléctrico,4,4.0
SCANIA-1266,2023-09-24,608986,Diagnóstico,4,,974.24,11,TLR003,Valparaíso,S730,2019,False,2023-09-28,CLT-860,2,9,TEC-10,Transmisión,1,3.0
SCANIA-1267,2023-09-25,160078,Diagnóstico,2,7814.26,629.96,9,TLR002,Concepción,R500,2022,True,2023-09-29,CLT-716,3,6,TEC-8,Motor,4,1.0
SCANIA-1268,2023-09-26,72671,Mantenimiento,2,5530.94,4226.32,3,TLR001,Santiago,P360,2022,,2023-09-30,CLT-874,9,2,TEC-19,Transmisión,2,5.0
SCANIA-1269,2023-09-27,468400,Mantenimiento,3,3128.44,3109.25,3,TLR003,Valparaíso,G410,2020,False,2023-10-01,CLT-835,1,8,TEC-10,Suspensión,4,4.0
SCANIA-1270,2023-09-28,405528,Diagnóstico,8,6440.57,1696.54,7,TLR004,Concepción,S730,2015,True,2023-10-02,CLT-939,8,7,TEC-11,Frenos,0,1.0
SCANIA-1271,2023-09-29,660490,Reparación,8,7099.75,1039.51,7,TLR001,,R500,2021,True,2023-10-03,CLT-470,8,0,TEC-14,Eléctrico,2,1.0
SCANIA-1272,2023-09-30,101663,Mantenimiento,7,1176.72,2821.94,6,TLR002,Valparaíso,P360,2018,False,2023-10-04,CLT-882,7,1,TEC-15,Eléctrico,4,1.0
SCANIA-1273,2023-10-01,65708,Mantenimiento,6,1764.31,2961.2,3,TLR002,Concepción,S730,2020,False,2023-10-05,CLT-776,5,1,TEC-10,Suspensión,3,4.0
SCANIA-1274,2023-10-02,361955,Diagnóstico,9,1886.57,1114.27,14,TLR004,Concepción,S730,2017,,2023-10-06,CLT-182,4,9,TEC-4,Suspensión,2,4.0
SCANIA-1275,2023-10-03,183883,Reparación,4,5591.45,4271.89,13,TLR004,Santiago,S730,2022,True,2023-10-07,CLT-906,6,8,TEC-7,Suspensión,0,3.0
SCANIA-1276,2023-10-04,368394,Diagnóstico,1,4903.71,512.9,7,TLR001,Santiago,G410,2019,False,2023-10-08,CLT-745,1,8,TEC-11,Motor,3,3.0
SCANIA-1277,2023-10-05,162547,Reparación,8,5028.13,1844.86,5,TLR001,Santiago,R500,2022,True,2023-10-09,CLT-310,5,8,TEC-3,Frenos,2,3.0
SCANIA-1278,2023-10-06,609042,Reparación,7,7538.03,3433.88,7,TLR002,Santiago,R500,2021,True,2023-10-10,CLT-412,4,0,TEC-5,Motor,3,3.0
SCANIA-1279,2023-10-07,801102,Reparación,7,6252.11,1443.19,2,TLR004,Santiago,S730,2017,True,2023-10-11,CLT-703,4,6,TEC-2,Suspensión,2,1.0
SCANIA-1280,2023-10-08,812002,Mantenimiento,3,,4155.61,6,TLR001,Santiago,S730,2015,False,2023-10-12,CLT-436,7,2,TEC-12,Frenos,2,3.0
SCANIA-1281,2023-10-09,192483,Diagnóstico,4,2910.56,3725.35,14,TLR002,Valparaíso,S730,2015,True,2023-10-13,CLT-589,9,8,TEC-5,Suspensión,1,1.0
SCANIA-1282,2023-10-10,708271,Diagnóstico,9,3596.07,3966.21,8,TLR004,Santiago,P360,2016,True,2023-10-14,CLT-502,8,7,TEC-7,Frenos,4,5.0
SCANIA-1283,2023-10-11,264835,Reparación,6,3288.5,683.62,1,TLR002,Concepción,S730,2019,False,2023-10-15,CLT-738,8,2,TEC-4,Eléctrico,2,4.0
SCANIA-1284,2023-10-12,451896,Mantenimiento,5,,788.68,4,TLR003,Valparaíso,G410,2016,False,2023-10-16,CLT-290,5,0,TEC-11,Motor,0,
SCANIA-1285,2023-10-13,134896,Mantenimiento,3,7156.77,1503.72,11,TLR004,Concepción,R500,2021,False,2023-10-17,CLT-770,6,8,TEC-9,Suspensión,4,3.0
SCANIA-1286,2023-10-14,527095,Diagnóstico,9,2587.2,2638.58,1,TLR001,Santiago,G410,2017,True,2023-10-18,CLT-942,2,9,TEC-4,Suspensión,1,5.0
SCANIA-1287,2023-10-15,121295,Mantenimiento,5,,,14,TLR001,Santiago,S730,2022,True,2023-10-19,CLT-434,3,0,TEC-9,Transmisión,4,4.0
SCANIA-1288,2023-10-16,793974,Mantenimiento,5,6357.39,4199.0,1,TLR003,Concepción,P360,2018,False,2023-10-20,CLT-621,5,2,TEC-12,Eléctrico,4,3.0
SCANIA-1289,2023-10-17,323255,Reparación,4,3446.5,3551.24,10,TLR004,Concepción,S730,2016,True,2023-10-21,CLT-718,2,5,TEC-16,Suspensión,2,2.0
SCANIA-1290,2023-10-18,349648,Mantenimiento,4,1511.32,,12,TLR002,Concepción,S730,2015,True,2023-10-22,CLT-186,3,5,TEC-1,Motor,0,4.0
SCANIA-1291,2023-10-19,707162,Reparación,1,3904.62,,14,TLR001,Antofagasta,S730,2019,True,2023-10-23,CLT-678,4,9,TEC-8,Eléctrico,2,5.0
SCANIA-1292,2023-10-20,58155,Diagnóstico,7,630.74,1600.71,14,TLR003,Antofagasta,S730,2022,True,2023-10-24,CLT-161,6,3,TEC-1,Suspensión,0,2.0
SCANIA-1293,2023-10-21,516872,Mantenimiento,9,7550.59,1398.9,11,TLR003,Antofagasta,S730,2017,False,2023-10-25,CLT-486,5,1,TEC-20,Motor,0,2.0
SCANIA-1294,2023-10-22,875816,Diagnóstico,3,783.61,3511.34,8,TLR004,Antofagasta,R500,2020,False,2023-10-26,CLT-245,4,9,TEC-19,Transmisión,3,4.0
SCANIA-1295,2023-10-23,424705,Diagnóstico,2,3619.96,1045.07,7,TLR004,Valparaíso,G410,2021,True,2023-10-27,CLT-252,2,5,TEC-4,Transmisión,2,
SCANIA-1296,2023-10-24,621542,Mantenimiento,3,4333.07,554.3,12,TLR001,Santiago,P360,2021,False,2023-10-28,CLT-718,5,9,TEC-14,Motor,1,4.0
